Nuez de la india sin sal en mitades,12,72,2.1,5.9,3.4,1.1,3.4,1.1,0,0
Nuez de la india tostada sin sal ,13,73,1.9,5.9,4.2,1.2,3.5,1,0,2.3
Nuez de macadamia deshidratada,10,73,0.9,7.7,1.4,1.1,6.1,0.1,0,0.4
Nuez deshidratada,9,67,0.9,7,1.3,0.6,4.2,1.9,0,0.1
Nuez en mitades,10,74,1,7.7,1.4,0.7,4.6,2.1,0,0.1
Nuez entera,9,67,0.9,7,1.3,0.6,4.2,1.9,0,0.1
Nuez garapiñada,12,64,1.7,5.6,3,1.3,3,1.3,0,38.6
Nuez picada,10,71,1,7.4,1.4,0.6,4.4,2.1,0,0.1
Nuez tostada,9,67,0.9,7,1.3,0.6,4.2,1.9,0,0.1
Pasta de almendras,13,62,1.2,3.8,6.5,0.3,2.4,0.8,0,1.4
Pasta de cacahuate,13,73,3.5,6.2,2.2,1.1,3.1,1.8,0,59.8
Pasta de cacahucate desgrasada,18,76,5.3,4.4,4.9,1.6,4.4,2.5,0,106.2
Paté,22,69,3.1,6.1,0.3,0,0,0,0,150.9
Paté de cerdo,13,61,1.5,5.8,0.6,1.9,3.4,0.1,20,91.9
Paté de Foie gras,13,60,1.5,5.7,0.6,1.9,3.3,0.1,19.5,90.6
Paté de ganso,13,61,1.5,5.8,0.6,1.9,3.4,0.1,20,91.9
Paté de higado  de cerdo,13,61,1.5,5.8,0.6,1.9,3.4,0.1,20,91.9
Paté de hígado de ternera,13,61,1.5,5.8,0.6,1.9,3.4,0.1,20,91.9
Paté de pollo,35,71,4.7,4.6,2.4,1.4,1.9,0.9,137.3,134.8
Paté de ternera,13,61,1.5,5.8,0.6,1.9,3.4,0.1,20,91.9
Pepita limpia,15,79,5,6.4,2,1.2,2,2.9,0,2.7
Pepitas,12,66,3,5.6,2.1,1.1,1.7,2.5,0,2.1
Pepitas con cáscara,13,70,3.5,5.6,1.3,0.9,2.2,2.6,0,520
Pepitas de calabaza,12,66,3.6,5.5,1.7,0,0,0,0,0
Pepitas de melón,12,66,3.3,5.6,1.8,1.2,0.9,3.3,0,11.7
Pepitas tostadas,13,69,4.3,5.5,1.8,1.1,1.7,2.5,0,2.3
Pepperoni,15,72,107,6.7,0.1,2.6,3.3,0.6,12.5,274
Piñón,10,64,1.2,6.2,2,1,2.3,2.6,0,7.1
Pistache,13,73,2.6,6.3,2.5,0.8,3.1,1.9,0,86.4
Pistache tostado,13,74,2.6,6.2,3.2,0.8,4.2,0.9,0,0.9
Queso de puerco,20,75,2,7.4,0,4.1,4,1,20,0
Salsa bearnesa industrializada,17,61,2.3,1.5,9.9,0.2,0.7,0.5,0,564.4
Salsa bechabel,45,66,1.7,4.8,4.1,1.3,2,1.3,3.2,159.5
Salsa blanca,45,66,1.7,4.8,4.1,1.3,2,1.3,3.2,159.5
Salsa de ajonjolí,11,63,2.6,5.3,2.3,1,2.5,1.5,1.5,50.4
Salsa de cacahuate,11,63,2.6,5.3,2.3,1,2.5,1.5,1.5,52
Salsa de pimienta verde,75,72,2.3,4.4,6,2.7,1.2,0.1,0.1,280.4
Salsa de queso,34,67,3.5,5.1,1.8,2.7,1.6,0.5,0.5,167.7
Salsa pesto,24,66,3.1,5.5,0.9,0,0,0,0,103.2
Selección de botana mexicana,10,62,2.3,5,2,0.7,2.3,2,2,120
Semilla de calabaza,15,61,3.4,5.1,1.6,0.9,1.9,2.2,2.2,0
Semilla de calabaza menuda,20,65,5.3,4.1,3,0.7,1.5,0,0,0
Semilla de chía,12,66,3.3,5.6,1.8,1.2,0.9,3.3,3.3,11.7
Semilla de girasol,12,69,2.7,6,2.1,0.7,1.5,3.7,3.7,0.4
Semilla de girasol tostada,12,71,2.4,6,2.9,0.6,1.2,4,4,0.4
Tocino vegetariano,20,63,2.3,6,1.3,1,1.5,3,3,292.5
